ID,MARCA,MODELO,VERSION,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,Comb.,Segmento,Puertas,Traccion
,RENAULT,KANGOO,2.1 6 AUTHEN 2 PLC PLUS," $ 124,000 "," $ 116,000 "," $ 108,000 "," $ 100,000 "," $ 94,000 "," $ 88,000 ",,,,,,,,,,,,,,
,RENAULT,KANGOO,2.1 6 AUTHEN 2 PLC PLUS SL,,,," $ 106,000 "," $ 96,000 ",,,,,,,,,,,,,,,
,RENAULT,KANGOO,2.1 6 AUTHEN 2 PL PLUS 7A," $ 128,000 "," $ 120,000 "," $ 112,000 "," $ 104,000 "," $ 97,000 "," $ 91,000 ",,,,,,,,,,,,,,
,RENAULT,KANGOO,2.1 6 AUTHEN 2 PL PLUS 7A SL,,,," $ 106,000 "," $ 99,000 ",,,,,,,,,,,,,,,
,RENAULT,KANGOO,2.1 6 CAMPUS 2 PLC,," $ 118,000 "," $ 110,000 ",,,,,,,,,,,,,,,,,
,RENAULT,KANGOO,2.1 6 CAMPUS 2 PLC 7A,," $ 122,000 "," $ 114,000 ",,,,,,,,,,,,,,,,,
,RENAULT,KANGOO,2.1 6 GET UP 2 PLC PK,," $ 118,000 "," $ 110,000 ",,,,,,,,,,,,,,,,,
,RENAULT,KANGOO,2.1 6 GET UP 2 PLC PK 7A,," $ 122,000 "," $ 114,000 ",,,,,,,,,,,,,,,,,
,RENAULT,KANGOO,2.1 6 SPORTWAY 2 PL 7A," $ 133,000 "," $ 125,000 "," $ 117,000 "," $ 109,000 "," $ 102,000 "," $ 96,000 ",,,,,,,,,,,,,,
,RENAULT,KANGOO,2.1 6 SPORTWAY 2 PLC," $ 130,000 "," $ 122,000 "," $ 114,000 "," $ 106,000 "," $ 99,000 "," $ 93,000 ",,,,,,,,,,,,,,
,RENAULT,KANGOO,2.1 6 EX. 1 PLC CON.," $ 95,000 "," $ 89,000 "," $ 84,000 "," $ 79,000 "," $ 75,000 "," $ 71,000 ",,,,,,,,,,,,,,
,RENAULT,KANGOO,2.1 6 EX. 1 PLC CON. AA," $ 101,000 "," $ 95,000 "," $ 90,000 "," $ 85,000 "," $ 80,000 "," $ 76,000 ",,,,,,,,,,,,,,
,RENAULT,KANGOO,2.1 6 EX. 2 PLC CON. 5AS," $ 109,000 "," $ 102,000 "," $ 95,000 "," $ 90,000 "," $ 85,000 "," $ 81,000 ",,,,,,,,,,,,,,
,RENAULT,KOLEOS,2.5 4X2 EXPRESSION,,," $ 220,000 "," $ 205,000 "," $ 185,000 ",,,,,,,,,,,,,,,
,RENAULT,KOLEOS,2.5 4X2 EXPRESSION L/12," $ 280,000 "," $ 250,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,KOLEOS,2.5 4X4 DYNAMIQUE,,,," $ 235,000 "," $ 225,000 ",,,,,,,,,,,,,,,
,RENAULT,KOLEOS,2.5 4X4 DYNAMIQUE AUT,,,," $ 240,000 "," $ 230,000 ",,,,,,,,,,,,,,,
,RENAULT,KOLEOS,2.5 4X4 DYNAMIQUE L/10,,," $ 250,000 "," $ 240,000 ",,,,,,,,,,,,,,,,
,RENAULT,KOLEOS,2.5 4X4 DYNAMIQUE L/12," $ 350,000 "," $ 330,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,KOLEOS,2.5 4X4 PRIVILEGE,,," $ 330,000 "," $ 310,000 ",,,,,,,,,,,,,,,,
,RENAULT,KOLEOS,2.5 4X4 PRIVILEGE CVT,,," $ 340,000 "," $ 320,000 ",,,,,,,,,,,,,,,,
,RENAULT,KOLEOS,2.5 4X4 PRIVILEGE L/12," $ 400,000 "," $ 350,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,KOLEOS,2.5 4X4 PRIVILEGE L/12 CVT," $ 410,000 "," $ 360,000 ",,,,,,,,,,,,,,,,,,
,RENAULT,LAGUNA II,1.9 DCI G.TOUR PRI PACK,,,,,," $ 105,000 "," $ 101,000 "," $ 97,000 ",,,,,,,,,,,,
,RENAULT,LAGUNA II,1.9 DCI G.TOUR PRI PLUS,,,,,," $ 110,000 "," $ 105,000 ",,,,,,,,,,,,,
,RENAULT,LAGUNA II,1.9 DCI PRIVILEGE PACK,,,,,," $ 102,000 "," $ 97,000 "," $ 92,000 ",,,,,,,,,,,,
,RENAULT,LAGUNA II,1.9 DCI PRIVILEGE PLUS,,,,,," $ 107,000 "," $ 101,000 "," $ 96,000 ",,,,,,,,,,,,
,RENAULT,LAGUNA II,2.0 T. PRIVILEGE PACK,,,,,," $ 99,000 "," $ 94,000 "," $ 89,000 ",,,,,,,,,,,,
,RENAULT,LAGUNA II,2.0 T. PRIVILEGE PLUS,,,,,," $ 104,000 "," $ 98,000 "," $ 93,000 ",,,,,,,,,,,,
,RENAULT,LAGUNA II,3.0 V6 PRIVILEGE PLUS,,,,,," $ 119,000 "," $ 112,000 "," $ 105,000 ",,,,,,,,,,,,
,RENAULT,LAGUNA PRIVILEGE,,,,,,,,," $ 80,000 "," $ 76,000 "," $ 73,000 ",,,,,,,,,,
,RENAULT,LAGUNA PRIVILEGE,DCI,,,,,,,," $ 83,000 "," $ 79,000 "," $ 75,000 "," $ 72,000 ",,,,,,,,,
,RENAULT,LAGUNA PRIVILEGE,TD DCI GRAND TOUR,,,,,,,,,," $ 77,000 "," $ 74,000 "," $ 71,000 ",,,,,,,,
,RENAULT,LAGUNA PRIVILEGE,V6,,,,,,,," $ 95,000 "," $ 90,000 "," $ 85,000 "," $ 80,000 ",,,,,,,,,
,RENAULT,LAGUNA RT,,,,,,,,,,,,,,,,," $ 43,000 ",,,,
,RENAULT,LAGUNA RT,NEVADA,,,,,,,,,,,,,,,," $ 45,000 ",,,,
,RENAULT,LAGUNA RTD,,,,,,,,,,,,,,,,," $ 45,000 ",,,,
,RENAULT,LAGUNA RXE,,,,,,,,,,,,,,,,," $ 44,000 ",,,,
,RENAULT,LAGUNA RXE,1.8 16V,,,,,,,,,,,,," $ 51,000 "," $ 48,500 "," $ 46,000 ",,,,,
,RENAULT,LAGUNA RXE,CUERO,,,,,,,,,,,,,,,," $ 46,000 ",,,,
,RENAULT,LAGUNA RXE,NEVADA 7 AS,,,,,,,,,,,,,,,," $ 48,000 ",,,,
,RENAULT,LAGUNA RXE,TD,,,,,,,,,,,,," $ 53,000 "," $ 50,500 "," $ 48,500 "," $ 46,500 ",,,,
,RENAULT,LAGUNA RXT,,,,,,,,,,,,," $ 56,000 "," $ 53,500 "," $ 51,000 "," $ 49,000 "," $ 47,000 ",,,,
,RENAULT,LAGUNA RXT,CUERO,,,,,,,,,,,,,," $ 53,000 "," $ 51,000 "," $ 49,000 ",,,,
,RENAULT,LAGUNA RXT,NEVADA,,,,,,,,,,,,,," $ 54,000 "," $ 52,000 ",,,,,
,RENAULT,LAGUNA RXT,V6,,,,,,,,,,,,," $ 56,000 "," $ 54,000 "," $ 52,000 "," $ 50,000 ",,,,
,RENAULT,LAGUNA RXT,V6 CU,,,,,,,,,,,," $ 60,000 "," $ 58,000 "," $ 56,000 "," $ 54,000 "," $ 52,000 ",,,,
,RENAULT,LAGUNA RXT,V6 CU AUT,,,,,,,,,,,," $ 61,000 "," $ 59,000 "," $ 57,000 "," $ 55,000 "," $ 53,000 ",,,,
,RENAULT,LATITUDE,2.0 DYNAMIQUE," $ 225,000 "," $ 210,000 "," $ 195,000 ",,,,,,,,,,,,,,,,,
,RENAULT,LATITUDE,3.5 PRIVILEGE BVA," $ 280,000 "," $ 260,000 "," $ 240,000 ",,,,,,,,,,,,,,,,,
,RENAULT,LOGAN,1.5 DCI CONFORT,,,," $ 73,000 "," $ 70,000 "," $ 68,000 "," $ 66,000 ",,,,,,,,,,,,,
,RENAULT,LOGAN,1.5 DCI CONFORT  L/10,,," $ 87,000 "," $ 73,000 ",,,,,,,,,,,,,,,,
,RENAULT,LOGAN,1.5 DCI LUXE,,,,," $ 72,000 "," $ 70,000 "," $ 68,000 ",,,,,,,,,,,,,
,RENAULT,LOGAN,1.5 DCI PACK,,,," $ 72,000 "," $ 69,500 "," $ 67,000 ",,,,,,,,,,,,,,
,RENAULT,LOGAN,1.5 DCI PACK L/10,,," $ 81,000 "," $ 77,000 ",,,,,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 8V AUTHENTIQUE,,,," $ 68,000 "," $ 66,000 ",,,,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 8V AUTHENTIQUE PACK I," $ 97,000 "," $ 92,000 "," $ 87,000 ",,,,,,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 8V AUTHENTIQUE PACK II," $ 101,000 "," $ 96,000 "," $ 91,000 ",,,,,,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 8V AVANTAGE SL,," $ 93,000 "," $ 89,000 ",,,,,,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 8V BASE,,,," $ 67,000 "," $ 64,000 "," $ 62,000 ",,,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 8V BASE AA,,,," $ 70,000 "," $ 67,000 "," $ 65,000 ",,,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 8V CONFORT L/10,,," $ 87,000 "," $ 83,000 ",,,,,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 8V CONFORT PLUS  L/10,,," $ 90,000 "," $ 86,000 ",,,,,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 8V EXPRESSION PKCONF I," $ 108,000 "," $ 102,000 "," $ 96,000 ",,,,,,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 8V EXPRESSION PKCONF II," $ 112,000 "," $ 106,000 "," $ 100,000 ",,,,,,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 8V PACK L/10,,," $ 82,000 "," $ 78,000 ",,,,,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 8V PACK PLUS L/10,,," $ 84,000 "," $ 80,000 ",,,,,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 16V CONFORT,,,," $ 73,000 "," $ 70,000 "," $ 68,000 "," $ 66,000 ",,,,,,,,,,,,,
,RENAULT,LOGAN,1.6 16V LUXE,,,," $ 75,000 "," $ 72,000 "," $ 70,000 "," $ 68,000 ",,,,,,,,,,,,,
,RENAULT,MASTER,2.3 DCI CHASIS AA," $ 315,000 ",,,,,,,,,,,,,,,,,,,
,RENAULT,MASTER,2.3 DCI FURGON L1H1," $ 280,000 ",,,,,,,,,,,,,,,,,,,
,RENAULT,MASTER,2.3 DCI FURGON L1H1 AA," $ 290,000 ",,,,,,,,,,,,,,,,,,,
,RENAULT,MASTER,2.3 DCI FURGON L2H2 AA," $ 340,000 ",,,,,,,,,,,,,,,,,,,
,RENAULT,MASTER,2.3 DCI FURGON L3H2 AA," $ 360,000 ",,,,,,,,,,,,,,,,,,,
,RENAULT,MASTER,2.3 DCI MINIBUS," $ 440,000 ",,,,,,,,,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI CHASIS P/CON,,,,," $ 186,000 "," $ 178,000 "," $ 170,000 "," $ 162,000 ",,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI CHASIS P/CON LN," $ 242,000 "," $ 232,000 "," $ 222,000 "," $ 212,000 "," $ 202,000 ",,,,,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI CHASIS P/ELE,,,,," $ 181,000 "," $ 173,000 "," $ 165,000 "," $ 157,000 ",,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/CORTO P/CON,,,,," $ 184,000 "," $ 176,000 "," $ 168,000 "," $ 160,000 ",,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/CORTO P/CON LN," $ 240,000 "," $ 230,000 "," $ 220,000 "," $ 210,000 "," $ 200,000 ",,,,,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/CORTO P/ELE,,,,," $ 179,000 "," $ 171,000 "," $ 163,000 "," $ 155,000 ",,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/CORTO P/ELE LN," $ 235,000 "," $ 225,000 "," $ 215,000 "," $ 205,000 "," $ 195,000 ",,,,,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/CORTO AL P/CON,,,,," $ 194,000 "," $ 186,000 "," $ 178,000 "," $ 170,000 ",,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/CORTO AL P/CON LN," $ 250,000 "," $ 240,000 "," $ 230,000 "," $ 220,000 "," $ 210,000 ",,,,,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/CORTO AL P/ELE,,,,," $ 189,000 "," $ 181,000 "," $ 173,000 "," $ 165,000 ",,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/CORTO AL P/ELE LN,,,," $ 215,000 "," $ 205,000 ",,,,,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/LARGO P/CON,,,,," $ 220,000 "," $ 210,000 "," $ 202,000 "," $ 194,000 ",,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/LARGO P/CON LN," $ 275,000 "," $ 265,000 "," $ 255,000 "," $ 245,000 "," $ 235,000 ",,,,,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/MEDIO P/CON,,,,," $ 210,000 "," $ 200,000 "," $ 192,000 "," $ 184,000 ",,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/MEDIO P/CON LN," $ 265,000 "," $ 255,000 "," $ 245,000 "," $ 235,000 "," $ 225,000 ",,,,,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/MEDIO P/ELE,,,,," $ 205,000 "," $ 195,000 "," $ 187,000 "," $ 179,000 ",,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI  F/MEDIO P/ELE LN,,,,," $ 220,000 ",,,,,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI MINIBUS,,,,," $ 250,000 "," $ 240,000 "," $ 230,000 "," $ 220,000 ",,,,,,,,,,,,
,RENAULT,MASTER,2.5 DCI MINIBUS P/LUXE," $ 380,000 "," $ 350,000 "," $ 330,000 "," $ 310,000 "," $ 290,000 ",,,,,,,,,,,,,,,
,RENAULT,MASTER,2.8 D F.CORTO (L1H1),,,,,,,," $ 132,000 "," $ 127,000 "," $ 122,000 "," $ 117,000 "," $ 112,000 "," $ 108,000 "," $ 104,000 "," $ 100,000 ",,,,,
,RENAULT,MASTER,2.8 D F.CORTO AL (L1H2),,,,,,,," $ 134,000 "," $ 129,000 "," $ 124,000 ",,,,,,,,,,
,RENAULT,MASTER,2.8 TD CHASIS,,,,,,,," $ 126,000 "," $ 121,000 "," $ 116,000 "," $ 111,000 ",,,,,,,,,
,RENAULT,MASTER,2.8 TD F.CORTO AA (L1H1),,,,,,,,,,,," $ 114,000 "," $ 111,000 "," $ 108,000 "," $ 105,000 ",,,,,
,RENAULT,MASTER,2.8 TD F.LARGO (L3H2),,,,,,,,,,,," $ 119,000 "," $ 115,000 "," $ 111,000 "," $ 107,000 ",,,,,
,RENAULT,MASTER,2.8 TD F.LARGO AA (L3H2),,,,,,,," $ 142,000 "," $ 137,000 "," $ 132,000 "," $ 127,000 "," $ 123,000 "," $ 119,000 "," $ 115,000 "," $ 112,000 ",,,,,
,RENAULT,MASTER,2.8 TD F.MEDIO (L2H2),,,,,,,," $ 138,000 "," $ 133,000 "," $ 128,000 "," $ 123,000 "," $ 119,000 ",,,,,,,,
,RENAULT,MASTER,2.8 TD F.MEDIO AA (L2H2),,,,,,,," $ 140,000 "," $ 135,000 ",,,,,,,,,,,
,RENAULT,MASTER,2.8 TD MINIBUS AA,,,,,,,," $ 172,000 "," $ 168,000 "," $ 164,000 "," $ 160,000 ",,,,,,,,,
,RENAULT,MEGANE,RN 5 PTAS,,,,,,,,,,,,,,," $ 40,500 "," $ 39,000 ",,,,
,RENAULT,MEGANE RT,RT4 PTAS 1.6,,,,,,,,,,,,,,," $ 41,000 "," $ 39,500 ",,,,
,RENAULT,MEGANE RT,RT4 PTAS 1.6 AB,,,,,,,,,,,,,,," $ 42,000 "," $ 40,500 ",,,,
,RENAULT,MEGANE RT,RT4 PTAS 2.0,,,,,,,,,,,,,,," $ 42,500 "," $ 41,000 ",,,,
,RENAULT,MEGANE RT,RT4 PTAS TD,,,,,,,,,,,,,,," $ 44,000 "," $ 42,500 ",,,,
,RENAULT,MEGANE RT,RT4 PTAS TD AB,,,,,,,,,,,,,,," $ 45,000 "," $ 43,500 ",,,,
,RENAULT,MEGANE RT,RT4 PTAS TD AB ABS,,,,,,,,,,,,,,," $ 46,000 "," $ 44,500 ",,,,
,RENAULT,MEGANE RT,RT5 PTAS 1.6,,,,,,,,,,,,,,," $ 41,500 "," $ 40,000 ",,,,
,RENAULT,MEGANE RT,RT5 PTAS 1.6 AB,,,,,,,,,,,,,,," $ 42,500 "," $ 41,000 ",,,,
,RENAULT,MEGANE RT,RT5 PTAS 2.0,,,,,,,,,,,,,,," $ 43,000 "," $ 41,500 ",,,,
,RENAULT,MEGANE RT,RT5 PTAS TD,,,,,,,,,,,,,,," $ 44,500 "," $ 43,000 ",,,,
,RENAULT,MEGANE RT,RT5 PTAS TD AB,,,,,,,,,,,,,,," $ 46,500 "," $ 45,000 ",,,,
,RENAULT,MEGANE RT,RT5 PTAS TD AB ABS,,,,,,,,,,,,,,," $ 46,500 "," $ 45,000 ",,,,
,RENAULT,MEGANE RXE,4 PTAS,,,,,,,,,,,,,,," $ 43,500 "," $ 42,000 ",,,,
,RENAULT,MEGANE RXE,4 PTAS AB,,,,,,,,,,,,,,," $ 44,500 "," $ 43,000 ",,,,
,RENAULT,MEGANE RXE,4 PTAS AB ABS,,,,,,,,,,,,,,," $ 45,500 "," $ 44,000 ",,,,
,RENAULT,MEGANE RXE,5 PTAS,,,,,,,,,,,,,,," $ 44,000 "," $ 42,500 ",,,,
,RENAULT,MEGANE RXE,5 PTAS AB,,,,,,,,,,,,,,," $ 45,000 "," $ 43,500 ",,,,
,RENAULT,MEGANE RXE,5 PTAS AB ABS,,,,,,,,,,,,,,," $ 46,000 "," $ 44,500 ",,,,
,RENAULT,MEGANE,CABRIO 115 HP,,,,,,,,,,,,,," $ 84,000 "," $ 82,000 "," $ 80,000 ",,,,
,RENAULT,MEGANE,CABRIO 150 HP,,,,,,,,,,,,,," $ 87,000 "," $ 85,000 "," $ 83,000 ",,,,
,RENAULT,MEGANE,COUPE115 HP,,,,,,,,,,,,,," $ 68,000 "," $ 66,000 "," $ 64,000 ",,,,
,RENAULT,MEGANE,COUPE150 HP,,,,,,,,,,,,,," $ 71,000 "," $ 69,000 "," $ 67,000 ",,,,
,RENAULT,MEGANE F/2,CABRIO 110 HP,,,,,,,,,,,,," $ 86,000 "," $ 84,000 ",,,,,,
,RENAULT,MEGANE F/2,COUPE 110 HP,,,,,,,,,,,," $ 74,000 "," $ 72,000 "," $ 70,000 ",,,,,,
,RENAULT,MEGANE F/2,4P 1.6 AUTHENTIQ PK,,,,,,," $ 65,000 "," $ 61,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,4P 1.6 AUTHENTIQ PK GNC,,,,,,," $ 66,000 "," $ 62,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,4P 1.6 EXCEPTION SL,,,,," $ 73,500 ",,,,,,,,,,,,,,,
,RENAULT,MEGANE F/2,4P 1.6 FAIRWAY SL,,,,,," $ 70,000 "," $ 67,000 "," $ 64,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,4P 1.6 PACK,,,,," $ 69,500 "," $ 66,000 "," $ 63,000 "," $ 60,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,4P 1.6 PACK GNC,,,,,,," $ 64,000 "," $ 61,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,4P 1.6 PACK PLUS,,,,," $ 71,500 "," $ 68,000 "," $ 65,000 "," $ 62,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,4P 1.6 PACK PLUS GNC,,,,,,," $ 66,000 "," $ 63,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,4P 1.9 TD AUTHENTIQ PK,,,,,,," $ 69,000 "," $ 66,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,4P 1.9 TD FAIRWAY SL,,,,,," $ 75,000 "," $ 72,000 "," $ 69,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,4P 1.9 TD PACK,,,,," $ 74,500 "," $ 71,000 "," $ 68,000 "," $ 65,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,4P 1.9 TD PACK PLUS,,,,," $ 76,500 "," $ 73,000 "," $ 70,000 "," $ 67,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,5P 1.6 ALLYUM SL,,,,,," $ 68,000 "," $ 65,000 ",,,,,,,,,,,,,
,RENAULT,MEGANE F/2,5P 1.6 AUTHENTIQ PK,,,,,," $ 67,500 "," $ 64,000 "," $ 61,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,5P 1.6 EXCEPTION SL,,,,," $ 74,000 ",,,,,,,,,,,,,,,
,RENAULT,MEGANE F/2,5P 1.6 FAIRWAY SL,,,,,," $ 70,500 "," $ 67,000 "," $ 64,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,5P 1.6 PACK PLUS,,,,," $ 72,000 "," $ 68,500 "," $ 65,000 "," $ 62,000 ",,,,,,,,,,,,
,RENAULT,MEGANE F/2,RL 4 P,,,,,,,,,,," $ 51,000 "," $ 49,000 ",,,,,,,,
,RENAULT,MEGANE F/2,RL 4 P AA,,,,,,,,,,," $ 53,000 "," $ 51,000 ",,,,,,,,
,RENAULT,MEGANE F/2,RL 4 P AUTHENT ECO,,,,,,," $ 59,000 "," $ 57,500 "," $ 56,000 "," $ 55,000 ",,,,,,,,,,
,RENAULT,MEGANE F/2,RL 4 P AUTHENT ECO GNC,,,,,,," $ 60,000 "," $ 58,500 "," $ 57,000 "," $ 56,000 "," $ 55,000 ",,,,,,,,,
,RENAULT,MEGANE F/2,RL 4 P AUTHENT ECO TD,,,,,,," $ 62,000 "," $ 60,500 "," $ 59,000 "," $ 58,000 ",,,,,,,,,,
,RENAULT,MEGANE F/2,RL 4 P. TD,,,,,,,,,,," $ 53,000 "," $ 52,000 ",,,,,,,,
,RENAULT,MEGANE F/2,RL 4 P. TD AA,,,,,,,,,,," $ 55,000 "," $ 54,000 ",,,,,,,,
,RENAULT,MEGANE F/2,RN 4 P.  EXPRE,,,,,,,," $ 60,000 "," $ 58,000 "," $ 56,000 "," $ 54,500 "," $ 53,000 "," $ 51,000 "," $ 50,000 "," $ 49,000 ",,,,,
,RENAULT,MEGANE F/2,RN 4 P.  EXPRE GNC,,,,,,,," $ 64,000 "," $ 62,000 "," $ 60,000 ",,,,,,,,,,
,RENAULT,MEGANE F/2,RN 4 P.  EXPRE PLUS,,,,,,," $ 67,000 "," $ 65,000 "," $ 63,000 ",,,,,,,,,,,
,RENAULT,MEGANE F/2,RN 4 P.  EXPRE PLUS  GNC,,,,,,,," $ 66,000 "," $ 64,000 ",,,,,,,,,,,
,RENAULT,MEGANE F/2,RN 4 P.  EXPRE TD,,,,,,,," $ 64,000 "," $ 61,000 "," $ 59,000 "," $ 57,000 "," $ 55,000 "," $ 53,500 "," $ 52,000 "," $ 51,000 ",,,,,
,RENAULT,MEGANE F/2,RN 4 P.  EXPRE TD PLUS,,,,,,," $ 71,000 "," $ 69,000 "," $ 68,000 ",,,,,,,,,,,
,RENAULT,MEGANE F/2,RN 4 P. S/AA,,,,,,,,,,,," $ 51,000 ",,,,,,,,
,RENAULT,MEGANE F/2,RN 4 P. S/AA TD,,,,,,,,,,,," $ 55,000 ",,,,,,,,
,RENAULT,MEGANE F/2,RN 5 P. EXPRE,,,,,,,," $ 62,000 "," $ 60,000 "," $ 58,000 "," $ 56,000 "," $ 54,000 "," $ 52,500 "," $ 51,000 "," $ 50,000 ",,,,,
,RENAULT,MEGANE F/2,RN 5 P. EXPRE PLUS,,,,,,," $ 69,000 "," $ 67,000 "," $ 65,000 ",,,,,,,,,,,
,RENAULT,MEGANE F/2,RN 5 P. EXPRE TD,,,,,,,," $ 66,000 "," $ 63,000 "," $ 61,000 "," $ 59,000 "," $ 57,000 "," $ 55,500 "," $ 54,000 "," $ 52,500 ",,,,,
,RENAULT,MEGANE F/2,RN 5 P. EXPRE TD PLUS,,,,,,,," $ 69,000 "," $ 66,000 ",,,,,,,,,,,
,RENAULT,MEGANE F/2,RT 4 P.,,,,,,,,,,,," $ 54,000 ",,,,,,,,
,RENAULT,MEGANE F/2,RT 4 P. ABS,,,,,,,,,,,," $ 52,500 "," $ 51,500 "," $ 50,500 "," $ 49,500 ",,,,,
,RENAULT,MEGANE F/2,RT 4 P. ABS TD,,,,,,,,,,,,," $ 55,500 "," $ 54,500 "," $ 53,500 ",,,,,
,RENAULT,MEGANE F/2,RT 5P.,,,,,,,,,,," $ 53,500 "," $ 52,000 ",,,,,,,,
,RENAULT,MEGANE F/2,RT 5 P. ABS,,,,,,,,,,," $ 54,500 "," $ 53,000 "," $ 52,000 "," $ 51,000 "," $ 50,000 ",,,,,
,RENAULT,MEGANE F/2,RT 5 P. ABS TD,,,,,,,,,,,,," $ 56,000 "," $ 55,000 "," $ 54,000 ",,,,,
,RENAULT,MEGANE F/2,RXE 4 P. ABS CU,,,,,,,,,,,," $ 54,000 "," $ 53,000 "," $ 52,000 "," $ 51,000 ",,,,,
,RENAULT,MEGANE F/2,RXE 4 P. ABS TC,,,,,,,,,,,," $ 53,500 "," $ 52,500 "," $ 51,500 "," $ 50,500 ",,,,,
,RENAULT,MEGANE F/2,RXE 4 P. ABS TC CU,,,,,,,,,,,," $ 54,500 "," $ 53,500 "," $ 52,500 ",,,,,,
,RENAULT,MEGANE F/2,RXE 4 P. ABS (PRIVILEGE),,,,,,,," $ 61,000 "," $ 59,000 "," $ 57,000 "," $ 55,000 "," $ 53,000 "," $ 51,500 "," $ 50,000 "," $ 49,000 ",,,,,
,RENAULT,MEGANE F/2,RXE 4 P. TD (PRIVILEGE),,,,,,,," $ 65,000 "," $ 63,000 "," $ 61,000 "," $ 59,000 "," $ 57,000 "," $ 55,500 "," $ 54,000 ",,,,,,
,RENAULT,MEGANE F/2,RXE 4 P. TD ABS CU,,,,,,,,,,,," $ 58,000 "," $ 56,500 "," $ 55,000 ",,,,,,
,RENAULT,MEGANE F/2,RXE 5 P. (1.6),,,,,,,,,,,," $ 52,500 ",,,,,,,,
,RENAULT,MEGANE F/2,RXE 5 P. ABS CU,,,,,,,,,,," $ 58,000 "," $ 56,000 "," $ 54,500 "," $ 53,000 ",,,,,,
,RENAULT,MEGANE F/2,RXE 5 P. ABS TC,,,,,,,,,,,," $ 56,500 "," $ 54,500 "," $ 53,500 "," $ 51,500 ",,,,,
,RENAULT,MEGANE F/2,RXE 5 P. ABS TC CU,,,,,,,,,,,,," $ 55,500 "," $ 54,000 ",,,,,,
,RENAULT,MEGANE F/2,RXE 5 P. ABS (PRIVILEGE),,,,,,,," $ 62,000 "," $ 60,000 "," $ 58,000 "," $ 56,000 "," $ 54,000 "," $ 52,500 "," $ 51,000 "," $ 50,000 ",,,,,
,RENAULT,MEGANE F/2,RXE 5 P. TD (PRIVILEGE),,,,,,,," $ 66,000 "," $ 64,000 "," $ 62,000 "," $ 60,000 "," $ 58,000 "," $ 56,500 "," $ 55,000 ",,,,,,
,RENAULT,MEGANE F/2,RXE 5 P. TD ABS CU,,,,,,,,,,,," $ 59,000 "," $ 57,500 "," $ 56,000 ",,,,,,
,RENAULT,MEGANE F/2,SPORTWAY 4 PTAS,,,,,,,,,," $ 59,000 "," $ 58,000 "," $ 57,000 ",,,,,,,,
